record_id,产品品名,产地（国家）,产地（市）,产地（省）,优惠到手价,单混,口味,品名,品类一级,品类二级,委托方,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,生产商,编号,背面图片,规格,采集平台,采集时间,商品链接,外包装图片,箱规,赠品图片,备注,赠品,赠品机制
rec2BDm2Ld,optHHCEuzQ,中国,淮北,安徽,11.9,单,草莓味,嘉士利果乐果香夹心饼干,休闲零食,饼干曲奇,广东嘉士利食品集团有限公司,DRF-,DRF,,,,13.8,image.png,思朗食品有限公司,20250710-197,image.png,300g,大润发,1752548792000,#小程序://大润发优鲜/8WxOXI8ISFPCl8g,,,,,,
rec58iffAB,optHHCEuzQ,中国,淮北,安徽,11.9,单,青柠味,嘉士利果乐果香夹心饼干,休闲零食,饼干曲奇,广东嘉士利食品集团有限公司,DRF-,DRF,,,,13.8,image.png,思朗食品有限公司,20250710-198,image.png,300g,大润发,1752548792000,#小程序://大润发优鲜/8WxOXI8ISFPCl8g,,,,,,
recoc4i14B,optb6cbEeA,中国,苏州,江苏,7.55,单,花漾玫瑰味,奥利奥巧轻脆0糖薄片饼干,休闲零食,饼干曲奇,亿滋食品企业管理（上海）有限公司,DRF-,DRF,,,image.png,8.8,image.png,亿滋食品（苏州）有限公司,20250710-199,image.png,95g,大润发,1752548792000,#小程序://大润发优鲜/mQArtf96YaVBZjC,,,,,,
recWSv9q5T,opth6Iilh5,中国,温州,浙江,,单,原味,萨啦咪烤肉片,休闲零食,肉干小食,,DRF-,DRF,,,,19.9,image.png,温州萨啦咪食品有限公司,20250710-200,image.png,95g,大润发,1752548792000,,,,,,,
reclWjVLdC,optvo4Brq8,泰国,,,23.92,单,草莓味,乐天小熊饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,image.png,29.9,image.png,,20250710-201,,195g,大润发,1752548792000,#小程序://大润发优鲜/Hz6tWX9s4M8C2dF,,,,,,
recZN6xHVS,optvo4Brq8,泰国,,,23.92,单,巧克力味,乐天小熊饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,image.png,29.9,image.png,,20250710-202,,195g,大润发,1752548792000,#小程序://大润发优鲜/Hz6tWX9s4M8C2dF,,,,,,
recSD1mC6N,optTv6q7bp,中国,天津,天津,5,单,榛子巧克力味,康师傅甜酥夹心饼干,休闲零食,饼干曲奇,天津顶园食品有限公司,DRF-,DRF,,,,5,image.png,天津顶园食品有限公司,20250710-203,image.png,80g,大润发,1752548792000,#小程序://大润发优鲜/3U5Y6oPEvvv0JDn,,,,,,
recHzRpcoP,optqOHCdkd,中国,泰州,江苏,16.5,单,香辣味,飘零大叔猪肉脯,休闲零食,肉干小食,靖江市悠味食品有限公司,DRF-,DRF,,,image.png,18.8,image.png,靖江众阳食品有限公司,20250710-204,image.png,80g,大润发,1752548792000,,,,,,,
recuQC3ACBkrqi,optqOHCdkd,中国,泰州,江苏,16.5,单,原味,飘零大叔猪肉脯,休闲零食,肉干小食,靖江市悠味食品有限公司,DRF-,DRF,,,image.png,18.8,image.png,靖江众阳食品有限公司,20250711-275,image.png,80g,大润发,1752548792000,,,,,,,
recepyKz0Z,optNOE7vrM,中国,嘉兴,浙江,,单,川味,荷美尔小烤肉,休闲零食,肉干小食,荷美尔(中国)投资有限公司,DRF-,DRF,,,image.png,24.9,image.png,赢兴荷美尔食品有限公司,20250710-205,image.png,90g,大润发,1752548792000,,,,,,,
recuQC5EYZWMmY,optNOE7vrM,中国,嘉兴,浙江,,单,椰香,荷美尔小烤肉,休闲零食,肉干小食,荷美尔(中国)投资有限公司,DRF-,DRF,,,image.png,24.9,image.png,赢兴荷美尔食品有限公司,20250711-297,image.png,90g,大润发,1752548792000,,,,,,,
recBDRwwCm,optxSCpVgZ,中国,漳州,福建,,单,原味,信达地道肉肠,休闲零食,肉干小食,,DRF-,DRF,,,image.png,25.9,image.png,龙海市新信达食品有限公司,20250710-206,image.png,190g,大润发,1752548792000,,,,,,,
recpHnLE0C,opti9rAvMO,中国,上海,上海,6.9,单,巧克力味,阿华田酷脆心情夹心饼干,休闲零食,饼干曲奇,上海英联食品饮料有限公司,DRF-,DRF,,,image.png,8.5,image.png,上海麦宝食品有限公司,20250710-207,image.png,90g,大润发,1752548792000,#小程序://大润发优鲜/9qLMHZIvxcoKavJ,,,,,,
recS5cJBqN,opti9rAvMO,中国,上海,上海,6.9,单,麦香牛乳味,阿华田酷脆心情夹心饼干,休闲零食,饼干曲奇,上海英联食品饮料有限公司,DRF-,DRF,,,image.png,8.5,image.png,上海麦宝食品有限公司,20250710-208,image.png,90g,大润发,1752548792000,#小程序://大润发优鲜/9qLMHZIvxcoKavJ,,,,,,
recWSJj59e,opt8RbB8gL,比利时,,,,单,原味,和情缤咖时焦糖夹心饼干,休闲零食,饼干曲奇,莲乐饼干贸易（上海）有限公司,DRF-,DRF,,,,19.9,image.png,,20250710-210,image.png,150g,大润发,1752548792000,#小程序://大润发优鲜/hvage4QKclX4tNa,,,,,,
reczkoqrAQ,optbHSD6y0,日本,,,,单,可可奶油味,星七牌夹心饼干,休闲零食,饼干曲奇,星七（上海）国际贸易有限公司,DRF-,DRF,,,image.png,14.3,image.png,,20250710-211,,95g,大润发,1752548792000,#小程序://大润发优鲜/kLqJHNMHnA0vqvq,,,,,,
recwsg2G8T,optgpnmRk7,中国,揭阳,广东,,单,柠檬味,赛味馆夹心饼干,休闲零食,饼干曲奇,北京明大天润商贸有限公司,DRF-,DRF,,,,15.9,image.png,广东益昇食品有限公司,20250710-212,image.png,136g,大润发,1752548792000,#小程序://大润发优鲜/hZ1UmnnbgwFdpUf,,,,,,
recJz8A4iQ,opt6d6XMfZ,中国,揭阳,广东,,单,原味,赛味馆黑糖麦芽饼,休闲零食,饼干曲奇,北京明大天润商贸有限公司,DRF-,DRF,,,微信图片_2025-07-10_164346_566.jpg,19.3,image.png,广东益昇食品有限公司,20250710-213,image.png,206g,大润发,1752548792000,,,,,,,
recHL89yWt,opthFoUMht,中国,常州,江苏,,单,经典盐味,原切薯条,休闲零食,薯片膨化,,DRF-,DRF,,,image.png,9.9,image.png,江苏德盛食品有限公司,20250711-214,image.png,90g,大润发,1752548792000,,,,,,,
recvhEGNDt,opthFoUMht,中国,常州,江苏,,单,炭烧和牛风味,原切薯条,休闲零食,薯片膨化,,DRF-,DRF,,,image.png,9.9,image.png,江苏德盛食品有限公司,20250711-215,image.png,90g,大润发,1752548792000,,,,,,,
recFRVvzzm,optiAWc7uM,中国,孝感,湖北,,单,原味,好吃点香脆杏仁饼,休闲零食,饼干曲奇,达利食品集团有限公司,DRF-,DRF,,,,4.4,image.png,湖北达利食品有限公司,20250711-216,image.png,108g,大润发,1752548792000,#小程序://大润发优鲜/PvTbu3eqWplgEAp,,,,,,
rec9BaLaX4,optfbFm1rD,中国,孝感,湖北,,单,原味,好吃点香脆核桃饼,休闲零食,饼干曲奇,达利食品集团有限公司,DRF-,DRF,,,,4.4,image.png,湖北达利食品有限公司,20250711-217,image.png,108g,大润发,1752548792000,,,,,,,
recxmDnTuJ,optgvxSuQM,中国,孝感,湖北,,单,原味,好吃点香脆腰果饼,休闲零食,饼干曲奇,达利食品集团有限公司,DRF-,DRF,,,,4.4,image.png,湖北达利食品有限公司,20250711-218,image.png,108g,大润发,1752548792000,#小程序://大润发优鲜/j0IwD6PWouzZR3q,,,,,,
recZGkGoPK,optIaVQSiq,中国,东莞,广东,16.9,单,牛乳味,嘉友饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,,19.9,image.png,东菀市嘉友食品有限公司,20250711-220,,468g,大润发,1752548792000,#小程序://大润发优鲜/jBYoZ3FY1eB9QNr,,,,,,
recfBWh3GP,optIaVQSiq,中国,东莞,广东,16.9,单,椰子味,嘉友饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,,19.9,image.png,东菀市嘉友食品有限公司,20250711-221,,468g,大润发,1752548792000,#小程序://大润发优鲜/jBYoZ3FY1eB9QNr,,,,,,
recdfM4ptQ,optJYQHe3g,中国,杭州,浙江,,单,麻辣味,祖名江南麻辣味豆干,休闲零食,肉干小食,,DRF-,DRF,,,image.png,3.4,image.png,安吉祖名豆制食品有限公司,20250711-222,image.png,90g/袋,大润发,1752548792000,,,,,,,
recfvfF1zs,optOlgWn47,中国,苏州,江苏,,单,五香味,新大昌卤汁豆腐干,休闲零食,肉干小食,苏州市俄陀聂商贸有限公司,DRF-,DRF,,,image.png,4.9,image.png,苏州姑胥食品科技有限公司,20250711-223,image.png,90g/盒,大润发,1752548792000,,,,,,,
recuQC5h4BhhiF,optOlgWn47,中国,苏州,江苏,,单,辣味,新大昌卤汁豆腐干,休闲零食,肉干小食,苏州市俄陀聂商贸有限公司,DRF-,DRF,,,image.png,4.9,image.png,苏州姑胥食品科技有限公司,20250711-295,image.png,90g/盒,大润发,1752548792000,,,,,,,
rec0815ZSw,optPtQDH0b,日本,,,3.2,单,蔬菜味,可拉奥蔬菜小圆饼,休闲零食,饼干曲奇,韩进（上海）食品有限公司,DRF-,DRF,,,image.png,4.9,image.png,,20250711-224,,90g,大润发,1752548792000,#小程序://大润发优鲜/zXowk2pmZs2XYMx,,,,,,
recQEYEtaw,optHu3SjZ4,中国,,,,单,原味,嘉士利早餐饼干,休闲零食,饼干曲奇,广东嘉士利食品集团有限公司,DRF-,DRF,,,,18.9,image.png,,20250711-225,image.png,690g,大润发,1752548792000,#小程序://大润发优鲜/JgWmgz2C0ubJSjo,,,,,,
rec1aIYunR,optHS7reyA,,,,,单,蒜香味,劲仔真有鱼！豆干,休闲零食,肉干小食,,DRF-,DRF,,,,13.6,image.png,,20250711-226,,156g+14g/袋,大润发,1752548792000,,,,,,,
recuQC4Syopzdy,optHS7reyA,,,,,单,香辣味,劲仔真有鱼！豆干,休闲零食,肉干小食,,DRF-,DRF,,,,13.6,image.png,,20250711-282,,156g+14g/袋,大润发,1752548792000,,,,,,,
recuQC4SKZozi1,optHS7reyA,,,,,单,麻辣味,劲仔真有鱼！豆干,休闲零食,肉干小食,,DRF-,DRF,,,,13.6,image.png,,20250711-283,,156g+14g/袋,大润发,1752548792000,,,,,,,
recITHlNBE,opt98969fA,中国,杭州,浙江,,单,麻辣味,祖名臭豆腐,休闲零食,肉干小食,,DRF-,DRF,,,,5.9,image.png,安吉祖名豆制食品有限公司,20250711-227,image.png,100g/袋,大润发,1752548792000,,,,,背面不清楚,,
recuQC4b5SAa8Q,opt98969fA,中国,杭州,浙江,,单,炭烤味,祖名臭豆腐,休闲零食,肉干小食,,DRF-,DRF,,,,5.9,image.png,安吉祖名豆制食品有限公司,20250711-279,image.png,100g/袋,大润发,1752548792000,,,,,背面不清楚,,
recjUEryw1,opt5DZTNbY,中国,文昌,海南,9.9,单,椰子味,椰乡春光椰香脆饼,休闲零食,饼干曲奇,,DRF-,DRF,,,image.png,10.8,image.png,,20250711-228,,105g,大润发,1752548792000,#小程序://大润发优鲜/cf0yE0ebzCFMWEe,,,,,,
recEjEpbdd,optpRXIXuc,中国,杭州,浙江,5.3,单,肉汁味,祖名香逗卷,休闲零食,肉干小食,,DRF-,DRF,,,,6.2,image.png,安吉祖名豆制食品有限公司,20250711-229,image.png,100g/袋,大润发,1752548792000,,,,,,,
recaPZ7BoT,optqtUN1VP,中国,宁波,浙江,15.9,单,牛奶味,泰康大牛奶饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,image.png,17.8,image.png,浙江顶点实业有限公司,20250711-230,,400g,大润发,1752548792000,#小程序://大润发优鲜/x4C0Fu9bIPK6ZDs,,,,,,
recMEls6Kx,optZjKuZSA,中国,苏州,江苏,,单,卤汁味,津津卤汁豆腐干,休闲零食,肉干小食,,DRF-,DRF,,,,17.8,image.png,苏州津津食品有限公司,20250711-231,image.png,90g,大润发,1752548792000,,,360g（90g*4袋）,,,,
rec5qcHts8,optZjKuZSA,中国,苏州,江苏,,单,辣味,津津卤汁豆腐干,休闲零食,肉干小食,,DRF-,DRF,,,,11.5,image.png,苏州津津食品有限公司,20250711-232,,90g,大润发,1752548792000,,,180g（90g*2盒）,,,,
recuQC3YqgyN6b,optZjKuZSA,中国,苏州,江苏,,单,原味,津津卤汁豆腐干,休闲零食,肉干小食,,DRF-,DRF,,,,11.5,image.png,苏州津津食品有限公司,20250711-278,,90g,大润发,1752548792000,,,180g（90g*2盒）,,,,
recmrgAQ7I,optl2iMkMk,中国,,,,单,原味,好吃点高纤消化饼,休闲零食,饼干曲奇,,DRF-,DRF,,,image.png,3.7,image.png,,20250711-233,image.png,110g,大润发,1752548792000,#小程序://大润发优鲜/FdSbaDXAVM2BsnJ,,,,,,
rec2298LYL,opt7lwu0oV,中国,长沙,湖南,4.5,单,辣味,馋大嘴巴盐焗素鸡筋,休闲零食,肉干小食,,DRF-,DRF,,,image.png,4.9,image.png,,20250711-234,,110g,大润发,1752548792000,,,,,,,
rec2CQdgxX,optYwhJdll,中国,仙桃,湖北,,单,牛奶味,米老头蛋黄煎饼,休闲零食,饼干曲奇,,DRF-,DRF,,,,14.5,image.png,湖北米老头食品工业有限公司,20250711-236,image.png,270g,大润发,1752548792000,#小程序://大润发优鲜/SYa8UdmmdDU9Clc,,,,,,
recZB1XBa2,optYwhJdll,中国,仙桃,湖北,,单,原味,米老头蛋黄煎饼,休闲零食,饼干曲奇,,DRF-,DRF,,,,14.5,image.png,湖北米老头食品工业有限公司,20250711-235,image.png,270g,大润发,1752548792000,#小程序://大润发优鲜/SYa8UdmmdDU9Clc,,,,,,
recfMF8RQ6,optRqXRTAJ,中国,北碚区,重庆,,混,蜜汁味+火瓢香辣味+麻辣火锅味,一生缘捞汁豆腐,休闲零食,肉干小食,,DRF-,DRF,,,,12.8,image.png,重庆市天润食品开发有限公司,20250711-237,image.png,110g,大润发,1752548792000,,,,,,,
recYHr6mzl,opt1H4gwyU,比利时,,,,单,焦糖味,和情缤咖时焦糖饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,,44.5,image.png,,20250711-238,image.png,312.5g,大润发,1752548792000,#小程序://大润发优鲜/0ACgl5vFqpCRbql,,,,,,
recMJVOy27,optPL7P4xQ,中国,漳州,福建,,单,红枣当归味,江中红枣当归薄脆饼,休闲零食,饼干曲奇,江中食疗科技有限公司,DRF-,DRF,,,,19.9,image.png,福建省正湾富食品有限公司,20250711-239,image.png,144g,大润发,1752548792000,#小程序://大润发优鲜/EbYH7njdPuJWSTw,,,,,,
rec7xM6T5w,optvzqplo2,中国,漳州,福建,,单,赤小豆茯苓味,江中食疗赤小豆茯苓薄脆饼,休闲零食,饼干曲奇,江中食疗科技有限公司,DRF-,DRF,,,,19.9,image.png,福建省正湾富食品有限公司,20250711-240,image.png,144g,大润发,1752548792000,,,,,,,
rec0kPCWQH,optXsxL95p,中国,漳州,福建,,单,杏仁百合味,江中杏仁百合薄脆饼,休闲零食,饼干曲奇,江中食疗科技有限公司,DRF-,DRF,,,,19.9,image.png,福建省正湾富食品有限公司,20250711-241,image.png,144g,大润发,1752548792000,,,,,,,
recmtN7OSo,opt0ZoQ3UR,中国,上海,上海,16.05,单,抹茶慕斯味,格力高百醇注心饼干,休闲零食,饼干曲奇,上海江崎格力高食品有限公司,MC-,MC,,,,21.9,image.png,江崎格力高南奉食品(上海)有限公司,20250711-242,image.png,126g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=682011440400&pisk=gjB-zSVrVr4ku0pgE8Nm-0_UF2qmy9IPlaSsKeYoOZQAYwQlZUjS9pICfBOlAevdJwQprBayE9QAfZukP7ShkeIBuTb3aLYIvaYxE_VytenpoMkkxL9HJ0WAWvDuz7SIppvQSP2gIgokLpainzYai4-Hj2wHPUiXUHmRJ3D_IgSy803QjswivMsSN4GBRw9XlHxHdYtSdopXqHJIFBMSGqT2Ap9BRBiXGh-SPXTBdohX4HYBVQTBcitwAe9Bdw9XlE-Iaqzpl0Tnp1qlwWCj9bDjhtKJweHHSvBcaAAH5YT-pvLJOQIlVEHIdtCdf21eP5oD8LYPV3QUQYJW966khTabdd1Nk9d6BWqyNMCA8LXbAbT1ZaAF3I3SNhpJyC65lckVDB1AHLX78fScDUO9nsV4rBvRy18wNSzVJiLlRTdjyrYhsiXWMNamHwRdOTvfFrwO4qWGBOCjSFKnNoExTXRW0sZCoK0sVl_MDFq8pXlego-vSoExTXRWvnLgmTcETQyf.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1605&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,,,,,,
recUgNQgng,opt0ZoQ3UR,中国,上海,上海,11.16,单,桃桃抹茶味,格力高百醇注心饼干,休闲零食,饼干曲奇,上海江崎格力高食品有限公司,MC-,MC,,,image.png,12,image.png,江崎格力高南奉食品(上海)有限公司,20250711-243,image.png,42g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=683333605940&pisk=gvDZr6gbYdpZo6Mwok2V8w9xUi2TyRYWSxabmmm0fP4ghCQV3m4EGhU_lXk480xT5IdtuXumJ5aGCR_m8qgQSAa_IrSql2BslfigotujcAgjjPa0iymmCqovXo4moqzj1B9SXceYnU_2FLiTjKflDVzgjWx0moBMA5fCX-xTnUTW36s36FwmlrsXg6f32yqGI5VDYyq84-q0iPxU-orRiN00nH-U2o_0mrXc-6q8m-fcnP43-oq7o1fgoDxUDy40n-cl5cmcLuNMDpHEIofc_PzojyWcUgEbsL0VGsfmblVZnjzUOWMUb5zuix2uJA0ImAMT9BfUHDGruj0kR1aiauuUNf8PQ4uTmmrm7LIz-AoqL5hC2tmUgPlnIWScnJ2Qu7cq7F5TSfgUwkVh0LEIPymtIX-A-c077Rq3OLxrxScIB7H6-Oyowcwsi4YC1PczmguVkkDKTxhNosPgvkzWYH-jbOhLRoPqIsCYt8EUPhZ1MsFgvkzWYH5AMWq8Yzt_f&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=2232&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,,,,背面不全,,
recedePkt4,opt0ZoQ3UR,中国,上海,上海,11.4,单,红豆抹茶味,格力高百醇注心饼干,休闲零食,饼干曲奇,上海江崎格力高食品有限公司,MC-,MC,,,,12,image.png,江崎格力高南奉食品(上海)有限公司,20250711-244,image.png,42g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=667555597508&pisk=gltmz4sM4E7XAdOLMQSj8JG6tl38r-s1FCEO6GCZz_556xtxh1-ktCqYXdJvrOR9NAMfDd5MsQC7MsEA0GYGaCZAgjtOjCvwgKQVMxsG7CRVuoCAWQvw_i76k1CAsGv6tYhKvDpXhG_q9Xndw16poiW4ut7ZQ_WFBYB4yhjaLGsZ9f48bZihfI5t6N6azT55IoWV7C5PU9CPQOr2__7PL9FVbGRZETWG3OrabozPUO1z7PrV3urPptV4uGrZEL55QG5ZaGZNth-W4bFJYR8hLkb5nZfe3sJvI3lcxrOcZOW94tvlqKy_bl-lnZxP-SVbwZLwdwtvIcq5DpYP4OxsLPfG-F-A4nlrYa_w4QWyMAU1EFvwAi_YdkOhmCbe0a2ZIKIGigXyYAUCw3fv_nbrpkbO4HQF0U3SMNIcKC-XiRqwTLppcatit756k9sPIhMUS1bN4Yzz8IKUfTk94Pa1uT6l9z-ATAsfgVvSEY4IlZW5HXHoEPa1uT6l9YDuRS_VFthd.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=4818081341206&smCaptainPrice=1140&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_5.23505885Xs2brC,,,,,,
recVbwpGps,opt0ZoQ3UR,中国,上海,上海,22.32,混,桃桃抹茶味+红豆抹茶味,格力高百醇注心饼干,休闲零食,饼干曲奇,上海江崎格力高食品有限公司,MC-,MC,,,,24,image.png,江崎格力高南奉食品(上海)有限公司,20250711-245,image.png,42g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=683333605940&pisk=gvDZr6gbYdpZo6Mwok2V8w9xUi2TyRYWSxabmmm0fP4ghCQV3m4EGhU_lXk480xT5IdtuXumJ5aGCR_m8qgQSAa_IrSql2BslfigotujcAgjjPa0iymmCqovXo4moqzj1B9SXceYnU_2FLiTjKflDVzgjWx0moBMA5fCX-xTnUTW36s36FwmlrsXg6f32yqGI5VDYyq84-q0iPxU-orRiN00nH-U2o_0mrXc-6q8m-fcnP43-oq7o1fgoDxUDy40n-cl5cmcLuNMDpHEIofc_PzojyWcUgEbsL0VGsfmblVZnjzUOWMUb5zuix2uJA0ImAMT9BfUHDGruj0kR1aiauuUNf8PQ4uTmmrm7LIz-AoqL5hC2tmUgPlnIWScnJ2Qu7cq7F5TSfgUwkVh0LEIPymtIX-A-c077Rq3OLxrxScIB7H6-Oyowcwsi4YC1PczmguVkkDKTxhNosPgvkzWYH-jbOhLRoPqIsCYt8EUPhZ1MsFgvkzWYH5AMWq8Yzt_f&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=2232&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,,42g*2,,,,
recbhJupF8,opt0ZoQ3UR,中国,上海,上海,22.32,混,茉莉绿茶味+桂花乌龙茶味,格力高百醇注心饼干,休闲零食,饼干曲奇,上海江崎格力高食品有限公司,MC-,MC,,,,24,image.png,江崎格力高南奉食品(上海)有限公司,20250711-246,,42g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=683338305468&pisk=gWgQ1_AHv9XBLkBitpdN5Nl5ZX45HCuWuACSijeP8gUKCbHrnD7E9Q47ej2aYueyxYZSUAq-8ylECTHtiJdnaye7eRHoUB4UL_T7QbmetuJhNVG-Z7yLzpfnjxlA82-3zaa3rzp23E8VTX4uyNu_ngf3WSNY9UyLwPU3a6M7TZLqtX2lOTdqXE5SwHMd2ge-ePeTa7zRJWUJ1lF4wzQL2wIOBRV8yze821ETiWBd28UJ1GF3ZwQdyJhOWSVVezU-efd_ZAA5G7tQKXOUimbjPKX24R7RyVNQXhluBv5-WZ-UhXeAPawBtkev3R_RyVNIN2OTuZtzHm2U0-H97waS67M_0D9fRYG-i0EsP9dEHAnSe5mMFgwj2XomSk5Rvfg7do3LfUOqGyN-euiMhZPQ8cZjRDAlBXH4dmUnas9E1oi_m5EONMUE0juuD2LCnRr0NAZqAK_IHg8Ru-_MMg1_maN_3CO1qgcBdOu2QBaMTkFgOlR619nuv5V_3CO1qgqLsWww1C6Kq&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=2232&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_5.23505885Xs2brC,,42g*2,,,,
recXFfv9CW,opt0ZoQ3UR,中国,上海,上海,6.95,单,草莓香草味,格力高百醇注心饼干,休闲零食,饼干曲奇,上海江崎格力高食品有限公司,MC-,MC,,,,8.5,image.png,江崎格力高南奉食品(上海)有限公司,20250711-261,,42g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=38045258965&pisk=gETnrabk7HSBDPJYpd7I0SMWnznTfW_51LUReaBrbOW1eXTKOT8MnL4LyQRpj_JJCbGCJQWkEdB_p9Ud8axlQLadLvTRrLAyLBIFpX_l4LJFYyBd2dAyUwSWvTBdEaAWnfHxkqdBOasEHx3ABT1vxw5FUz5EaO5PtfCUXUbzga_rHYqTzMgcPpWRmeCUb1W1Zy5F4LWN_66Nak7yUOSNgseFzaJrs15lT_zzzyrN__6a887PUPSNM6PU46Jy_ff5QTk1HzWDzFTZBRL4anY-M81CxtRFIrA6k6PFXq_UzwLdTMYy2OjOXFfhxtSyzZW68ddyJessblbW6nvk4KkTv9-cidjvxx4Hnp1yZ_JnlSXw-QYGAhFbzCjlKh8Fj7zP7NBl03vnKk6evdjf_GPol1pAQBTejbwwTKBh81StujAN4hLCceHa-Z-X9wKy3AEdLnfP4kra0pL4P1lJ7uZ5Y11GHl8d3b_CL0AssfqjAM519xhisuZ5Y11GHfcgcJsF16HA.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=63095284039&smCaptainPrice=695&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_3.23505885Xs2brC,,,,,,
rectGnxavI,opt0ZoQ3UR,中国,上海,上海,11.16,单,薰衣草蓝莓味,格力高百醇注心饼干,休闲零食,饼干曲奇,上海江崎格力高食品有限公司,MC-,MC,,,,12,image.png,江崎格力高南奉食品(上海)有限公司,20250711-262,image.png,48g,猫超,1752548792000,https://chaoshi.detail.tmall.com/item.htm?id=589720186332&pisk=goaIrtfhvpvBdhvgt9Cw5FPWZW0Sx8_VJQG8i7Lew23Lw4wYheodZMD-wAws2USn80g7BAzELWupe8NxI6mrJ9D8C8edtvkUzaa_w-1na94z5YF8avHPKzZMPSVu860Pt2Vnr4BV3Z87tW0kZPTDqyT9BjP9JenRbVIK-79A3Z741Mhnz5B4z4yoqjG2y4nKpVntIb9pp8nJW5HiZbpKweC_6AD9ybL-2fdtMj8-e8hp6NhxaYhpybHtBbMte438e5hzOIG5AvVCTjqDlz9c96HMyUUsOcIaZAHoj_o-AqVICtQa5KmIHWH6y9HJ1bkSIrBNf52bvJlgFZ6sko2_Pm35RKcQXSgtLqIXf2NaKrgLl9TE_VkZDun19wFsRvwbSmOJA2Z8Kzi3AQf062egmxmdjOc_8roSnc9Op5PspmZ7LOY-LoNTCmzwQEuYmRaSDqIyyEkXSsKW1mYS1x5113xuO99auO5IS6oKsXiN119LqDhi1x5113xovfcIQ116puf..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=5020161733422&smCaptainPrice=1116&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_1.23505885Xs2brC,,,,,,
